origin_id,user_id,theta_avg
1615,1,0.032015975564718246
1615,2,-0.05758478119969368
1615,3,0.0020827006082981825
1615,4,-0.13393522799015045
1615,5,-0.05840358883142471
1615,6,-0.01901974342763424
1615,7,-0.026858774945139885
1615,8,0.08568717539310455
1615,9,0.09158782660961151
1615,10,-0.07692655920982361
1615,11,0.08301455527544022
782,12,-0.03739045932888985
782,13,0.009949630126357079
782,14,0.0133803216740489
782,15,0.08118169009685516
782,16,-0.028573567047715187
782,17,0.04287005960941315
782,18,0.09839103370904922
782,19,-0.029571112245321274
782,20,-0.015480964444577694
782,21,-0.09258237481117249
782,22,-0.09771740436553955
1084,23,-0.15625040233135223
1084,24,-0.11174896359443665
1084,25,0.10104722529649734
1084,26,-0.09634731709957123
1084,27,0.11837488412857056
1084,28,-0.18062210083007812
1084,29,-0.07774970680475235
1084,30,-0.14630287885665894
1084,31,0.1619575023651123
1084,32,-0.057711951434612274
1084,33,0.002050000475719571
593,34,0.0015368035528808832
593,35,-0.10018718987703323
593,36,-0.027534978464245796
593,37,0.06570665538311005
593,38,-0.0587545782327652
593,39,0.04252639412879944
593,40,-0.12938271462917328
593,41,0.01909690909087658
593,42,0.10833003371953964
593,43,0.09347102791070938
593,44,0.028079230338335037
127,45,0.2361924648284912
127,46,0.1641688346862793
127,47,-0.06079232320189476
127,48,-0.01599941775202751
127,49,-0.09599132835865021
127,50,0.015489429235458374
127,51,0.06225692853331566
127,52,-0.07691815495491028
127,53,0.14783881604671478
127,54,0.09653784334659576
127,55,0.017194252461194992
1443,56,0.006955224554985762
1443,57,-0.1758730560541153
1443,58,0.07625453174114227
1443,59,0.15513336658477783
1443,60,-0.021438507363200188
1443,61,-0.006394494790583849
1443,62,-0.009736357256770134
1443,63,-0.0076138670556247234
1443,64,0.10980848968029022
1443,65,0.06038407236337662
1443,66,0.04690684378147125
437,67,0.07184121757745743
437,68,0.10779404640197754
437,69,0.018465666100382805
437,70,-0.16014902293682098
437,71,0.050957679748535156
437,72,0.07567019760608673
437,73,-0.030570603907108307
437,74,0.015414291992783546
437,75,0.03793039545416832
437,76,0.03442153334617615
437,77,-0.09641146659851074
915,78,0.11669890582561493
915,79,-0.052849940955638885
915,80,0.032554179430007935
915,81,0.06289533525705338
915,82,-0.016502827405929565
915,83,0.12139985710382462
915,84,0.1267223209142685
915,85,0.03299422934651375
915,86,-0.12425060570240021
915,87,-0.008541133254766464
915,88,-0.04213688522577286
55,89,-0.026457561179995537
55,90,0.07435241341590881
55,91,0.04100828245282173
55,92,-0.0678386315703392
55,93,0.1326058954000473
55,94,-0.018141409382224083
55,95,-0.020000269636511803
55,96,-0.06923441588878632
55,97,-0.07896110415458679
55,98,0.09677393734455109
55,99,-0.043759435415267944
3128,100,-0.09284056723117828
3128,101,0.043179016560316086
3128,102,0.030359240248799324
3128,103,-0.09281031787395477
3128,104,0.03211643174290657
3128,105,-0.021493257954716682
3128,106,-0.09784992784261703
3128,107,-0.008910121396183968
3128,108,-0.0461035780608654
3128,109,0.006292687263339758
3128,110,0.056613847613334656
481,111,0.04432520642876625
481,112,0.0011495439102873206
481,113,0.19184544682502747
481,114,0.10424994677305222
481,115,0.02648337185382843
481,116,0.1338917762041092
481,117,0.0027329805307090282
481,118,-0.17785988748073578
481,119,-0.1151915118098259
481,120,0.05867788940668106
481,121,0.023576078936457634
1057,122,0.09283824265003204
1057,123,0.13171610236167908
1057,124,0.0016673870850354433
1057,125,0.027627553790807724
1057,126,0.011493139900267124
1057,127,0.03597196564078331
1057,128,-0.06280100345611572
1057,129,0.0143204964697361
1057,130,0.17554745078086853
1057,131,0.08396034687757492
1057,132,0.04615548998117447
933,133,0.15826429426670074
933,134,0.0864081159234047
933,135,-0.03002212755382061
933,136,-0.02753044106066227
933,137,-0.04654298350214958
933,138,0.040106162428855896
933,139,-0.13055452704429626
933,140,0.11799345910549164
933,141,0.004737784154713154
933,142,-0.1090908795595169
933,143,0.028840137645602226
144,144,0.058559153228998184
144,145,0.07001671195030212
144,146,0.09770181775093079
144,147,0.08406233042478561
144,148,-0.002409923356026411
144,149,0.06504703313112259
144,150,-0.023926684632897377
144,151,-0.014793982729315758
144,152,-0.010451060719788074
144,153,-0.17206189036369324
144,154,0.05327056348323822
45,155,0.036095183342695236
45,156,-0.015155765227973461
45,157,-0.04754026234149933
45,158,-0.08047568798065186
45,159,0.1323288530111313
45,160,0.00011125813034595922
45,161,-0.014942355453968048
45,162,0.02026119828224182
45,163,-0.03511660546064377
45,164,0.04391733556985855
45,165,0.020295577123761177
742,166,-0.0536365732550621
742,167,-0.009835252538323402
742,168,0.07690495252609253
742,169,0.02842339128255844
742,170,0.004683236591517925
742,171,0.09720204770565033
742,172,-0.0026325578801333904
742,173,0.03090493567287922
742,174,0.02807840146124363
742,175,-0.1430821418762207
742,176,-0.01083802618086338
3119,177,-0.0555938221514225
3119,178,0.08286963403224945
