origin_id,user_id,theta_avg
1615,1,0.0483514666557312
1615,2,0.03998291864991188
1615,3,0.0293287243694067
1615,4,0.0371294729411602
1615,5,0.050701748579740524
1615,6,0.0021607002709060907
1615,7,0.06357774883508682
1615,8,0.043076857924461365
1615,9,-0.008127006702125072
1615,10,0.055658090859651566
1615,11,0.008803294040262699
782,12,-0.02977084554731846
782,13,0.004588770680129528
782,14,-0.03722080588340759
782,15,0.01564447581768036
782,16,-0.05443408340215683
782,17,-0.031101055443286896
782,18,-0.0341012217104435
782,19,-0.030411552637815475
782,20,0.01578875631093979
782,21,0.012208650819957256
782,22,-0.03860898315906525
1084,23,0.004535952117294073
1084,24,-0.06197416037321091
1084,25,-0.06026628240942955
1084,26,-0.05734991654753685
1084,27,-0.07980005443096161
1084,28,-0.06468837708234787
1084,29,-0.23236727714538574
1084,30,-0.19928671419620514
1084,31,-0.2286924570798874
1084,32,-0.2240305095911026
1084,33,-0.23740024864673615
593,34,0.06500128656625748
593,35,0.05283304303884506
593,36,0.05464265123009682
593,37,0.0030455656815320253
593,38,0.04731600731611252
593,39,0.00527331093326211
593,40,0.0025341452565044165
593,41,0.03258194401860237
593,42,-0.006253040861338377
593,43,-0.007146982476115227
593,44,-0.004198717884719372
127,45,0.017461974173784256
127,46,0.011981246061623096
127,47,0.011368965730071068
127,48,0.05063861981034279
127,49,0.014986822381615639
127,50,0.03659038990736008
127,51,0.05376622453331947
127,52,0.008096462115645409
127,53,0.011872277595102787
127,54,0.06033970043063164
127,55,0.014307836070656776
1443,56,0.03777233883738518
1443,57,0.030751610174775124
1443,58,0.03459576517343521
1443,59,-0.017490733414888382
1443,60,0.018901033326983452
1443,61,0.019073372706770897
1443,62,-0.018033599480986595
1443,63,-0.012270438484847546
1443,64,0.021215368062257767
1443,65,-0.013560265302658081
1443,66,-0.0036209598183631897
437,67,0.041103724390268326
437,68,0.0048435525968670845
437,69,0.021097349002957344
437,70,0.0061490959487855434
437,71,0.021221715956926346
437,72,0.014534061774611473
437,73,0.007661412004381418
437,74,0.05559432506561279
437,75,-0.0007844784995540977
437,76,-0.011102253571152687
437,77,-0.010672301054000854
915,78,-0.014786362648010254
915,79,0.04243665188550949
915,80,0.030855214223265648
915,81,0.01898559182882309
915,82,0.028214039281010628
915,83,-0.010182744823396206
915,84,-0.001599141163751483
915,85,-0.007986997254192829
915,86,-0.014983451925218105
915,87,0.030067505314946175
915,88,0.002047949703410268
55,89,0.017467334866523743
55,90,0.009699204005300999
55,91,0.048051368445158005
55,92,0.04861844703555107
55,93,0.06492768973112106
55,94,0.042044397443532944
55,95,0.008996637538075447
55,96,0.029415369033813477
55,97,-0.01010279543697834
55,98,0.050066664814949036
55,99,0.02211092598736286
3128,100,0.05678126960992813
3128,101,0.03384071961045265
3128,102,0.0279866773635149
3128,103,0.0041451528668403625
3128,104,0.010742776095867157
3128,105,0.02640523388981819
3128,106,0.029523739591240883
3128,107,0.012608188204467297
3128,108,0.0399206280708313
3128,109,-0.005753012839704752
3128,110,-0.014922719448804855
481,111,0.03051447495818138
481,112,-0.01858866587281227
481,113,0.012836668640375137
481,114,-0.035147856920957565
481,115,-0.03466314449906349
481,116,0.00695837801322341
481,117,0.009313056245446205
481,118,0.01420946791768074
481,119,0.024999918416142464
481,120,0.02349768579006195
481,121,-0.046336233615875244
1057,122,0.032278865575790405
1057,123,0.04385361075401306
1057,124,0.015531560406088829
1057,125,0.011638675816357136
1057,126,-0.0011449557496234775
1057,127,-0.01071377843618393
1057,128,0.007105420809239149
1057,129,0.031015494838356972
1057,130,0.027549700811505318
1057,131,-0.029893998056650162
1057,132,-0.0108026172965765
933,133,0.0868847519159317
933,134,0.01820187456905842
933,135,0.06824556738138199
933,136,0.05560272932052612
933,137,-0.005272110924124718
933,138,0.023091502487659454
933,139,0.05100061744451523
933,140,0.014031907543540001
933,141,0.04996100813150406
933,142,0.03956378251314163
933,143,0.0299080777913332
144,144,0.002160917269065976
144,145,-0.017955372110009193
144,146,-0.01838235929608345
144,147,-0.016170425340533257
144,148,-0.023293714970350266
144,149,-0.012305728159844875
144,150,0.006814235355705023
144,151,0.01747256889939308
144,152,0.004555250518023968
144,153,-0.0032302886247634888
144,154,0.03591012582182884
45,155,-0.00046677704085595906
45,156,0.03200836852192879
45,157,-0.0008468356099911034
45,158,-3.5045591175730806e-06
45,159,0.024867398664355278
45,160,0.01984875649213791
45,161,0.022413695231080055
45,162,0.03064817376434803
45,163,-0.0033161891624331474
45,164,0.026935750618577003
45,165,-0.01927568018436432
742,166,0.005453919991850853
742,167,0.02726677991449833
742,168,-0.02460229955613613
742,169,0.015934733673930168
742,170,0.030092373490333557
742,171,-0.01525833923369646
742,172,-0.018101954832673073
742,173,0.019882259890437126
