user_id,origin_id,theta
1,1615,0.5002663135528564
2,1615,0.4998551309108734
3,1615,0.5003848671913147
4,1615,0.5001340508460999
5,1615,0.5000059008598328
6,1615,0.5002390742301941
7,1615,0.5002012848854065
8,1615,0.49990561604499817
9,1615,0.4999113082885742
10,1615,0.49971362948417664
11,1615,0.4997299909591675
12,782,0.5000354647636414
13,782,0.5001798868179321
14,782,0.49991512298583984
15,782,0.5001193881034851
16,782,0.5001559853553772
17,782,0.5001370906829834
18,782,0.5003373026847839
19,782,0.4997178614139557
20,782,0.49973607063293457
21,782,0.5001402497291565
22,782,0.5001038908958435
23,1084,0.5000956654548645
24,1084,0.5000177621841431
25,1084,0.5001366138458252
26,1084,0.5000242590904236
27,1084,0.5002513527870178
28,1084,0.49975070357322693
29,1084,0.5000966191291809
30,1084,0.5000035762786865
31,1084,0.5000344514846802
32,1084,0.50005042552948
33,1084,0.49998167157173157
34,593,0.4997755289077759
35,593,0.5000928044319153
36,593,0.5000388026237488
37,593,0.5000733733177185
38,593,0.4998185336589813
39,593,0.49995431303977966
40,593,0.4997695982456207
41,593,0.4997478127479553
42,593,0.5001412034034729
43,593,0.4996802806854248
44,593,0.5001315474510193
45,127,0.4999600350856781
46,127,0.5000866055488586
47,127,0.4997107982635498
48,127,0.5000721216201782
49,127,0.4996998906135559
50,127,0.4996255338191986
51,127,0.5001508593559265
52,127,0.5001707673072815
53,127,0.5003471374511719
54,127,0.49977269768714905
55,127,0.49998152256011963
56,1443,0.500227153301239
57,1443,0.5000523328781128
58,1443,0.5000910758972168
59,1443,0.49997231364250183
60,1443,0.5000789761543274
61,1443,0.5002817511558533
62,1443,0.4997185170650482
63,1443,0.4998690187931061
64,1443,0.4997658431529999
65,1443,0.4999554753303528
66,1443,0.49987924098968506
67,437,0.4999183714389801
68,437,0.500150740146637
69,437,0.49975505471229553
70,437,0.49972549080848694
71,437,0.5000013113021851
72,437,0.49992769956588745
73,437,0.4998836815357208
74,437,0.500072717666626
75,437,0.5002778172492981
76,437,0.500221848487854
77,437,0.49996769428253174
78,915,0.4999200999736786
79,915,0.49985647201538086
80,915,0.5000064969062805
81,915,0.49998846650123596
82,915,0.49998778104782104
83,915,0.4998404085636139
84,915,0.5000492930412292
85,915,0.49977293610572815
86,915,0.5000883936882019
87,915,0.4997662305831909
88,915,0.5001408457756042
89,55,0.5001174211502075
90,55,0.49983763694763184
91,55,0.5000646710395813
92,55,0.49989211559295654
93,55,0.4999393820762634
94,55,0.5000087022781372
95,55,0.5000588893890381
96,55,0.49981510639190674
97,55,0.4999544620513916
98,55,0.4998757541179657
99,55,0.4999881386756897
100,3128,0.4998309314250946
101,3128,0.5000086426734924
102,3128,0.4997795820236206
103,3128,0.5001206994056702
104,3128,0.4996930956840515
105,3128,0.5000771284103394
106,3128,0.5000278949737549
107,3128,0.5001257061958313
108,3128,0.49997320771217346
109,3128,0.5001971125602722
110,3128,0.49983853101730347
111,481,0.4999534487724304
112,481,0.500153124332428
113,481,0.5001570582389832
114,481,0.4999665319919586
115,481,0.5000118613243103
116,481,0.49979767203330994
117,481,0.49947860836982727
118,481,0.4998641610145569
119,481,0.500048041343689
120,481,0.5000641345977783
121,481,0.4998796582221985
122,1057,0.49982622265815735
123,1057,0.5002355575561523
124,1057,0.4998796880245209
125,1057,0.49990537762641907
126,1057,0.5000210404396057
127,1057,0.49989473819732666
128,1057,0.5002526044845581
129,1057,0.4997808039188385
130,1057,0.5002755522727966
131,1057,0.49981528520584106
132,1057,0.5001196265220642
133,933,0.4997433125972748
134,933,0.4998539984226227
135,933,0.5001567006111145
136,933,0.49984484910964966
137,933,0.500058650970459
138,933,0.5001060962677002
139,933,0.4995918273925781
140,933,0.49989697337150574
141,933,0.500223696231842
