origin_id,user_id,theta
1615,1,1.2107423543930054
1615,2,-0.16795265674591064
1615,3,0.7112250328063965
1615,4,0.8633282780647278
1615,5,0.01151176355779171
1615,6,0.5682918429374695
1615,7,0.3875204622745514
1615,8,-1.7645795345306396
1615,9,1.3928043842315674
1615,10,-0.7038313150405884
1615,11,0.19418475031852722
782,12,-0.3527414798736572
782,13,1.42843759059906
782,14,-1.6017898321151733
782,15,-1.4700851440429688
782,16,-0.4654432237148285
782,17,-1.0042182207107544
782,18,-1.5372563600540161
782,19,1.0141476392745972
782,20,-1.6950286626815796
782,21,-1.7819420099258423
782,22,1.8850172758102417
1084,23,-0.6949746012687683
1084,24,0.16683921217918396
1084,25,0.6220272779464722
1084,26,-1.6817045211791992
1084,27,-1.4109575748443604
1084,28,-1.0191435813903809
1084,29,-0.5679381489753723
1084,30,-0.4811340570449829
1084,31,0.9303605556488037
1084,32,-0.29730698466300964
1084,33,-0.047196853905916214
593,34,-0.46162793040275574
593,35,-0.34699562191963196
593,36,-1.0417729616165161
593,37,-0.6997018456459045
593,38,-1.2126928567886353
593,39,0.7224539518356323
593,40,-0.6634775996208191
593,41,-0.2730623185634613
593,42,-0.5901631712913513
593,43,0.20456284284591675
593,44,-0.2232671082019806
127,45,-0.2676030099391937
127,46,0.24200645089149475
127,47,0.8936131000518799
127,48,-0.5503649711608887
127,49,-0.9969721436500549
127,50,-0.7416901588439941
127,51,1.6412389278411865
127,52,0.5261292457580566
127,53,-1.7354017496109009
127,54,0.3568778336048126
127,55,1.2727477550506592
1443,56,-1.956032156944275
1443,57,-0.27822527289390564
1443,58,0.5640937685966492
1443,59,-0.45979130268096924
1443,60,-0.9121952652931213
1443,61,2.3367416858673096
1443,62,-0.37603604793548584
1443,63,0.09106084704399109
1443,64,-0.9239412546157837
1443,65,-1.3554476499557495
1443,66,0.5925573110580444
437,67,0.0038985053543001413
437,68,0.6833471059799194
437,69,0.19691559672355652
437,70,-0.40494272112846375
437,71,0.7221278548240662
437,72,1.824662446975708
437,73,0.9936078190803528
437,74,1.4101982116699219
437,75,0.3095841407775879
437,76,1.1631602048873901
437,77,0.04502325505018234
915,78,0.12445675581693649
915,79,-1.3150224685668945
915,80,0.3142795264720917
915,81,-0.41468071937561035
915,82,-0.924824059009552
915,83,0.1599891185760498
915,84,-0.2991345524787903
915,85,1.1295238733291626
915,86,-0.36260542273521423
915,87,1.80520761013031
915,88,-1.2665743827819824
55,89,0.05428076162934303
55,90,0.9756568074226379
55,91,1.0845047235488892
55,92,-0.02040671743452549
55,93,1.102969765663147
55,94,-0.8026259541511536
55,95,0.6448058485984802
55,96,0.38243532180786133
55,97,-1.2072663307189941
55,98,0.8426809906959534
55,99,0.7134244441986084
3128,100,-1.116675853729248
3128,101,-0.3402915298938751
3128,102,1.3510452508926392
3128,103,0.7945336103439331
3128,104,-1.863502025604248
3128,105,0.5782408714294434
3128,106,0.5067793130874634
3128,107,-1.475057601928711
3128,108,-0.19653743505477905
3128,109,-0.9256938695907593
3128,110,-1.5898810625076294
481,111,0.011746449396014214
481,112,-1.4111140966415405
481,113,-0.9928634166717529
481,114,-0.1751215159893036
481,115,-0.8795990347862244
481,116,-0.09864435344934464
481,117,-1.8968915939331055
481,118,-1.0732057094573975
481,119,-1.1415811777114868
481,120,-0.6231037378311157
481,121,0.019950976595282555
1057,122,0.07237335294485092
1057,123,-2.4267585277557373
1057,124,0.3817802667617798
1057,125,1.4113504886627197
1057,126,-1.828413486480713
1057,127,-1.1526284217834473
1057,128,0.9841956496238708
1057,129,-1.4999619722366333
1057,130,0.1416461318731308
1057,131,2.6696691513061523
1057,132,0.29124152660369873
933,133,0.4586014151573181
933,134,-0.3579893410205841
933,135,0.5909034013748169
933,136,0.49854031205177307
933,137,0.4476168155670166
933,138,0.3749655485153198
933,139,1.4627444744110107
933,140,-0.8404622673988342
933,141,-0.5023015737533569
933,142,-0.761938214302063
933,143,-0.6103530526161194
144,144,-0.04903312399983406
144,145,-0.5764917731285095
144,146,-0.11081048846244812
144,147,0.6288886666297913
144,148,0.2442270964384079
144,149,-0.36947232484817505
144,150,-1.470436692237854
144,151,-1.2892396450042725
144,152,-0.786880612373352
144,153,-0.8254093527793884
144,154,-0.20322348177433014
45,155,-1.9745477437973022
45,156,-0.08459773659706116
45,157,-0.21164707839488983
45,158,-0.026502739638090134
45,159,0.177016019821167
45,160,-0.6613970994949341
45,161,-1.086334228515625
45,162,0.006883824709802866
45,163,0.5771641731262207
45,164,0.9621937870979309
45,165,-0.1770843267440796
742,166,1.0833823680877686
742,167,0.6927167773246765
742,168,1.9602856636047363
742,169,1.275580644607544
742,170,-1.5434324741363525
742,171,-0.4905630946159363
742,172,-1.542780876159668
742,173,-0.4695401191711426
742,174,-0.054407913237810135
742,175,-0.7092155814170837
742,176,-0.3576335906982422
3119,177,1.4216022491455078
3119,178,0.7014197111129761
3119,179,-1.158772587776184
3119,180,0.9124988913536072
3119,181,-0.31602558493614197
3119,182,-1.061513066291809
3119,183,0.7531363368034363
3119,184,1.234255075454712
3119,185,-0.10038761049509048
3119,186,-0.9266323447227478
3119,187,-0.26218381524086
2342,188,-0.5147310495376587
2342,189,0.17363350093364716
2342,190,-0.5872797966003418
2342,191,-0.9353697896003723
2342,192,-0.07464566081762314
2342,193,-0.8603032231330872
2342,194,1.4083783626556396
2342,195,-0.9166340231895447
2342,196,-0.9440188407897949
2342,197,-1.3484820127487183
2342,198,0.46784475445747375
50,199,0.05779130756855011
50,200,-2.3933613300323486
50,201,1.0217968225479126
50,202,0.7359102368354797
50,203,0.07677239924669266
50,204,0.5794402360916138
50,205,2.017573833465576
50,206,0.23040291666984558
50,207,-0.32898348569869995
50,208,-0.14318017661571503
50,209,-1.2478587627410889
106,210,-0.022798320278525352
106,211,0.8956640958786011
106,212,-1.3517829179763794
106,213,0.06827924400568008
106,214,0.8849806785583496
106,215,-1.2494326829910278
106,216,0.24498416483402252
106,217,0.5054682493209839
106,218,1.6436158418655396
106,219,1.239054799079895
106,220,-0.7893975973129272
48,221,0.729308545589447
48,222,-0.33425042033195496
48,223,1.7337281703948975
48,224,0.6495513319969177
48,225,-0.341346800327301
48,226,-0.6147992610931396
48,227,-0.5779185891151428
48,228,-0.31495553255081177
48,229,-0.6169754266738892
48,230,0.131809800863266
48,231,-0.037769805639982224
492,232,1.2693798542022705
492,233,0.41358280181884766
492,234,0.2587498724460602
492,235,-1.109274983406067
492,236,-0.2710220515727997
492,237,-1.3517365455627441
492,238,0.24404911696910858
492,239,-0.10452556610107422
492,240,-0.5546277761459351
492,241,-0.664516270160675
492,242,-0.14775608479976654
2220,243,0.7961772084236145
2220,244,-0.5266878008842468
2220,245,-0.09525011479854584
2220,246,0.036226045340299606
2220,247,0.44883614778518677
2220,248,0.2854207754135132
2220,249,0.13611577451229095
2220,250,-1.2240766286849976
2220,251,-0.3691706955432892
2220,252,-1.82209312915802
2220,253,0.33287107944488525
2492,254,3.4266326427459717
2492,255,1.44705069065094
2492,256,0.9361500144004822
2492,257,1.402410864830017
2492,258,0.2585950195789337
2492,259,0.1480841189622879
2492,260,-0.7869965434074402
2492,261,-1.613633394241333
2492,262,1.4770032167434692
2492,263,-0.12528622150421143
2492,264,-2.2944493293762207
483,265,0.7974900007247925
483,266,0.6355413794517517
483,267,-1.7004969120025635
483,268,-0.1152016818523407
483,269,-0.02529143914580345
483,270,0.5843332409858704
483,271,-0.9554686546325684
483,272,0.3694116771221161
483,273,0.7342177033424377
483,274,0.761483907699585
483,275,-0.2611757218837738
766,276,-0.869238018989563
766,277,-0.7388747930526733
766,278,-1.5795379877090454
766,279,-1.421821117401123
766,280,-0.02474598027765751
766,281,0.08348347991704941
766,282,-2.110924005508423
766,283,-1.0487111806869507
766,284,0.22464923560619354
766,285,0.14187993109226227
