origin_id,kendall_tau,spearman_corr
2034,-0.16363636363636364,-0.2545454545454546
439,-0.05454545454545454,-0.05454545454545456
473,0.45454545454545453,0.5636363636363637
3139,0.23636363636363636,0.3090909090909091
3007,0.05454545454545454,0.10909090909090911
2690,0.05454545454545454,0.08181818181818183
71,0.2,0.2545454545454546
85,-0.018181818181818184,0.0
591,0.23636363636363636,0.23636363636363636
2187,0.0909090909090909,0.15454545454545454
2418,-0.0909090909090909,-0.13636363636363638
694,-0.1272727272727273,-0.16363636363636366
884,0.45454545454545453,0.6272727272727273
471,-0.018181818181818184,-0.009090909090909092
1037,0.018181818181818184,0.15454545454545454
512,-0.16363636363636364,-0.16363636363636366
307,0.2727272727272727,0.36363636363636365
91,-0.2,-0.29090909090909095
718,0.018181818181818184,-0.06363636363636364
108,0.2727272727272727,0.3727272727272728
177,-0.05454545454545454,-0.17272727272727276
49,0.16363636363636364,0.19090909090909092
98,0.6727272727272727,0.790909090909091
67,-0.2727272727272727,-0.45454545454545453
1205,0.45454545454545453,0.6545454545454547
38,0.018181818181818184,-0.018181818181818184
2557,0.16363636363636364,0.22727272727272727
2626,-0.16363636363636364,-0.20000000000000004
2281,0.41818181818181815,0.5454545454545455
74,0.1272727272727273,0.14545454545454548
495,-0.018181818181818184,0.018181818181818184
1579,-0.0909090909090909,-0.06363636363636364
129,-0.018181818181818184,0.045454545454545456
886,-0.5272727272727272,-0.690909090909091
194,0.16363636363636364,0.15454545454545454
496,-0.1272727272727273,-0.20909090909090913
135,-0.05454545454545454,-0.09090909090909091
2830,-0.018181818181818184,-0.11818181818181818
1481,-0.34545454545454546,-0.5
427,-0.2727272727272727,-0.45454545454545453
559,0.16363636363636364,0.26363636363636367
745,0.2,0.24545454545454545
2296,0.05454545454545454,0.02727272727272728
153,0.2,0.3090909090909091
81,0.2,0.27272727272727276
897,0.38181818181818183,0.5181818181818182
2164,-0.16363636363636364,-0.29090909090909095
1353,-0.05454545454545454,-0.14545454545454548
1361,0.018181818181818184,0.0
1045,0.0909090909090909,0.11818181818181818
719,-0.41818181818181815,-0.6272727272727273
62,0.018181818181818184,0.03636363636363637
468,0.4909090909090909,0.6272727272727273
278,0.2727272727272727,0.4000000000000001
1008,0.018181818181818184,0.10909090909090911
930,0.16363636363636364,0.26363636363636367
1736,-0.4909090909090909,-0.690909090909091
1080,0.41818181818181815,0.5909090909090909
525,-0.3090909090909091,-0.43636363636363645
505,-0.45454545454545453,-0.5727272727272729
3418,-0.0909090909090909,-0.07272727272727274
425,0.41818181818181815,0.44545454545454555
4047,0.0909090909090909,0.18181818181818182
1848,0.0909090909090909,0.1272727272727273
499,0.23636363636363636,0.33636363636363636
1515,0.0909090909090909,0.15454545454545454
13,0.2,0.26363636363636367
1230,0.45454545454545453,0.5454545454545455
871,0.41818181818181815,0.5545454545454546
1706,0.1272727272727273,0.17272727272727276
218,0.05454545454545454,0.05454545454545456
3609,0.2727272727272727,0.33636363636363636
485,-0.1272727272727273,-0.14545454545454548
180,-0.1272727272727273,-0.20909090909090913
2099,-0.38181818181818183,-0.43636363636363645
926,-0.0909090909090909,-0.19090909090909092
2192,-0.05454545454545454,-0.26363636363636367
2802,0.23636363636363636,0.38181818181818183
449,0.05454545454545454,0.11818181818181818
671,-0.05454545454545454,-0.05454545454545456
2693,-0.0909090909090909,-0.10000000000000002
1140,0.16363636363636364,0.24545454545454545
2176,0.23636363636363636,0.4000000000000001
584,0.38181818181818183,0.5272727272727273
2155,0.2,0.26363636363636367
2151,0.3090909090909091,0.38181818181818183
89,-0.16363636363636364,-0.16363636363636366
2454,0.23636363636363636,0.30000000000000004
9,-0.23636363636363636,-0.36363636363636365
226,0.16363636363636364,0.2545454545454546
80,0.018181818181818184,0.03636363636363637
866,-0.2,-0.29090909090909095
2304,0.2,0.22727272727272727
1017,0.41818181818181815,0.5727272727272729
470,0.0909090909090909,0.22727272727272727
3155,0.0909090909090909,0.22727272727272727
2943,0.05454545454545454,-0.018181818181818184
2442,0.16363636363636364,0.27272727272727276
890,0.16363636363636364,0.18181818181818182
102,-0.4909090909090909,-0.6181818181818182
132,0.0909090909090909,0.15454545454545454
1056,-0.05454545454545454,-0.08181818181818183
467,-0.0909090909090909,-0.10909090909090911
931,0.2727272727272727,0.41818181818181827
444,0.16363636363636364,0.23636363636363636
1991,-0.0909090909090909,-0.09090909090909091
452,0.34545454545454546,0.4909090909090909
24,-0.2727272727272727,-0.3545454545454546
3434,0.4909090909090909,0.5090909090909091
2210,0.0909090909090909,0.05454545454545456
2316,-0.05454545454545454,-0.11818181818181818
2183,-0.018181818181818184,-0.10909090909090911
2275,-0.018181818181818184,-0.06363636363636364
217,0.05454545454545454,0.045454545454545456
898,0.16363636363636364,0.19090909090909092
149,0.16363636363636364,0.18181818181818182
6,0.5636363636363636,0.7181818181818183
2222,0.0909090909090909,0.08181818181818183
510,0.1272727272727273,0.16363636363636366
827,0.45454545454545453,0.41818181818181827
869,-0.018181818181818184,-0.018181818181818184
75,0.23636363636363636,0.30000000000000004
2163,0.018181818181818184,-0.018181818181818184
1331,0.05454545454545454,0.22727272727272727
488,-0.23636363636363636,-0.41818181818181827
130,-0.05454545454545454,-0.08181818181818183
445,0.34545454545454546,0.5090909090909091
88,0.23636363636363636,0.4000000000000001
84,0.0909090909090909,0.15454545454545454
428,0.45454545454545453,0.6090909090909091
442,-0.34545454545454546,-0.46363636363636374
438,-0.0909090909090909,-0.16363636363636366
511,0.2,0.20909090909090913
1018,0.16363636363636364,0.16363636363636366
2822,0.05454545454545454,0.07272727272727274
3833,-0.05454545454545454,-0.009090909090909092
83,0.2727272727272727,0.39090909090909093
65,-0.2727272727272727,-0.39090909090909093
133,0.0909090909090909,0.11818181818181818
126,0.1272727272727273,0.1272727272727273
487,0.2,0.2545454545454546
116,-0.05454545454545454,-0.1272727272727273
2803,0.16363636363636364,0.22727272727272727
2683,-0.05454545454545454,-0.07272727272727274
2824,0.5272727272727272,0.690909090909091
82,0.6727272727272727,0.8272727272727273
2181,0.05454545454545454,0.1272727272727273
586,0.0909090909090909,0.10909090909090911
1054,0.1272727272727273,0.11818181818181818
59,0.0909090909090909,0.14545454545454548
903,0.5636363636363636,0.7636363636363637
447,0.1272727272727273,0.14545454545454548
672,0.3090909090909091,0.39090909090909093
426,-0.2727272727272727,-0.41818181818181827
1539,0.34545454545454546,0.3727272727272728
3405,0.0909090909090909,0.1272727272727273
63,-0.1272727272727273,-0.20000000000000004
920,-0.0909090909090909,-0.10000000000000002
733,-0.0909090909090909,-0.05454545454545456
465,-0.018181818181818184,-0.09090909090909091
690,-0.018181818181818184,-0.10000000000000002
4022,-0.2,-0.3090909090909091
2180,0.2727272727272727,0.4000000000000001
2092,0.1272727272727273,0.26363636363636367
1561,0.0909090909090909,0.09090909090909091
524,0.2,0.20000000000000004
73,0.05454545454545454,0.1272727272727273
497,-0.16363636363636364,-0.20000000000000004
138,0.3090909090909091,0.39090909090909093
2412,-0.018181818181818184,-0.045454545454545456
104,-0.05454545454545454,-0.13636363636363638
2012,0.23636363636363636,0.3272727272727273
215,0.6000000000000001,0.7818181818181819
51,-0.018181818181818184,-0.10000000000000002
688,0.3090909090909091,0.4090909090909091
1041,0.2727272727272727,0.29090909090909095
436,0.2,0.28181818181818186
2288,-0.5272727272727272,-0.7363636363636363
124,0.0909090909090909,0.09090909090909091
746,0.0909090909090909,0.07272727272727274
1916,0.1272727272727273,0.14545454545454548
2205,0.2,0.23636363636363636
2279,-0.23636363636363636,-0.3181818181818182
3432,-0.1272727272727273,-0.19090909090909092
103,0.4909090909090909,0.6818181818181819
66,-0.2,-0.24545454545454545
1043,0.0909090909090909,0.1272727272727273
1176,0.0909090909090909,0.045454545454545456
472,0.2,0.20909090909090913
27,0.2,0.2545454545454546
150,0.018181818181818184,-0.018181818181818184
3123,-0.3090909090909091,-0.36363636363636365
2688,-0.2,-0.24545454545454545
2182,0.1272727272727273,0.22727272727272727
107,0.34545454545454546,0.5090909090909091
457,0.2727272727272727,0.38181818181818183
2286,-0.05454545454545454,-0.03636363636363637
123,0.018181818181818184,0.08181818181818183
99,-0.018181818181818184,-0.018181818181818184
955,0.16363636363636364,0.17272727272727276
2036,0.7090909090909091,0.8545454545454546
122,-0.018181818181818184,-0.05454545454545456
2697,0.2,0.26363636363636367
2497,0.018181818181818184,0.09090909090909091
1049,0.3090909090909091,0.41818181818181827
2358,-0.05454545454545454,0.03636363636363637
2027,0.05454545454545454,0.11818181818181818
519,0.018181818181818184,0.009090909090909092
295,0.3090909090909091,0.44545454545454555
77,0.34545454545454546,0.48181818181818187
493,0.16363636363636364,0.28181818181818186
614,0.0909090909090909,0.09090909090909091
446,0.018181818181818184,0.009090909090909092
1114,0.018181818181818184,0.17272727272727276
902,0.018181818181818184,0.10000000000000002
1885,-0.05454545454545454,-0.08181818181818183
854,0.23636363636363636,0.30000000000000004
76,0.05454545454545454,0.1272727272727273
2332,0.3090909090909091,0.5545454545454546
4113,0.3090909090909091,0.45454545454545453
101,0.45454545454545453,0.6090909090909091
100,-0.1272727272727273,-0.15454545454545454
1694,-0.1272727272727273,-0.10000000000000002
834,0.16363636363636364,0.21818181818181823
675,0.2,0.23636363636363636
10,-0.0909090909090909,-0.10000000000000002
876,-0.0909090909090909,-0.09090909090909091
588,0.16363636363636364,0.24545454545454545
210,-0.16363636363636364,-0.22727272727272727
2292,0.018181818181818184,0.0
696,-0.2727272727272727,-0.3545454545454546
1400,0.2727272727272727,0.4000000000000001
54,-0.1272727272727273,-0.20909090909090913
1639,-0.018181818181818184,-0.018181818181818184
432,0.34545454545454546,0.5181818181818182
1021,-0.018181818181818184,-0.02727272727272728
2398,0.5636363636363636,0.7363636363636363
2985,0.23636363636363636,0.3545454545454546
2779,-0.2727272727272727,-0.4272727272727273
1854,-0.2727272727272727,-0.36363636363636365
507,0.0909090909090909,0.16363636363636366
2685,0.4909090909090909,0.6000000000000001
29,-0.018181818181818184,-0.045454545454545456
3356,-0.1272727272727273,-0.23636363636363636
1011,0.05454545454545454,0.05454545454545456
2989,0.2,0.28181818181818186
37,0.018181818181818184,0.018181818181818184
1012,0.4909090909090909,0.6636363636363638
2974,-0.018181818181818184,-0.08181818181818183
3624,0.1272727272727273,0.10000000000000002
3621,0.1272727272727273,0.09090909090909091
171,0.1272727272727273,0.20000000000000004
92,0.16363636363636364,0.20000000000000004
676,0.2727272727272727,0.3272727272727273
105,0.23636363636363636,0.3727272727272728
93,0.0909090909090909,0.14545454545454548
1051,0.018181818181818184,-0.018181818181818184
14,0.05454545454545454,0.009090909090909092
500,-0.2727272727272727,-0.39090909090909093
2321,0.16363636363636364,0.23636363636363636
291,0.3090909090909091,0.4090909090909091
431,-0.1272727272727273,-0.1272727272727273
699,0.1272727272727273,0.17272727272727276
606,-0.34545454545454546,-0.29090909090909095
919,0.1272727272727273,0.21818181818181823
1118,0.38181818181818183,0.43636363636363645
152,-0.4909090909090909,-0.5090909090909091
2328,0.16363636363636364,0.2545454545454546
117,0.16363636363636364,0.3090909090909091
1169,-0.018181818181818184,-0.03636363636363637
2771,0.018181818181818184,-0.009090909090909092
883,0.1272727272727273,0.18181818181818182
983,0.23636363636363636,0.2545454545454546
2227,-0.16363636363636364,-0.23636363636363636
2775,0.0909090909090909,0.11818181818181818
7,0.05454545454545454,0.03636363636363637
147,0.018181818181818184,-0.018181818181818184
1241,-0.05454545454545454,-0.06363636363636364
2654,0.1272727272727273,0.24545454545454545
4042,-0.2,-0.3181818181818182
2221,-0.05454545454545454,-0.06363636363636364
1022,0.34545454545454546,0.44545454545454555
1042,-0.23636363636363636,-0.3181818181818182
476,-0.23636363636363636,-0.3181818181818182
2146,-0.3090909090909091,-0.36363636363636365
2721,0.23636363636363636,0.3545454545454546
835,0.018181818181818184,-0.018181818181818184
120,-0.018181818181818184,-0.018181818181818184
1340,-0.23636363636363636,-0.3090909090909091
148,-0.0909090909090909,-0.08181818181818183
1025,-0.0909090909090909,-0.18181818181818182
16,0.05454545454545454,0.07272727272727274
611,-0.16363636363636364,-0.29090909090909095
2203,0.2,0.22727272727272727
222,-0.018181818181818184,-0.018181818181818184
3565,0.23636363636363636,0.39090909090909093
285,-0.6363636363636364,-0.7727272727272727
2813,0.018181818181818184,0.02727272727272728
1524,0.34545454545454546,0.4909090909090909
2555,-0.05454545454545454,-0.20000000000000004
623,0.05454545454545454,0.03636363636363637
145,0.34545454545454546,0.3545454545454546
1192,0.1272727272727273,0.17272727272727276
1509,0.2727272727272727,0.3454545454545455
424,-0.16363636363636364,-0.2545454545454546
490,0.45454545454545453,0.5909090909090909
56,0.16363636363636364,0.26363636363636367
603,-0.2727272727272727,-0.3727272727272728
956,-0.3090909090909091,-0.4272727272727273
137,0.2727272727272727,0.4090909090909091
687,-0.018181818181818184,-0.03636363636363637
139,-0.2727272727272727,-0.39090909090909093
2531,-0.0909090909090909,-0.10000000000000002
2066,0.0909090909090909,0.16363636363636366
8,-0.3090909090909091,-0.39090909090909093
836,0.3090909090909091,0.29090909090909095
454,-0.1272727272727273,-0.19090909090909092
613,0.34545454545454546,0.4909090909090909
2057,0.05454545454545454,0.02727272727272728
458,0.05454545454545454,0.10000000000000002
868,-0.34545454545454546,-0.44545454545454555
1036,-0.41818181818181815,-0.6272727272727273
720,0.05454545454545454,0.16363636363636366
407,-0.2727272727272727,-0.38181818181818183
1020,0.1272727272727273,0.21818181818181823
501,-0.0909090909090909,-0.17272727272727276
2608,0.05454545454545454,0.11818181818181818
1410,0.5272727272727272,0.7000000000000001
1014,0.3090909090909091,0.46363636363636374
68,-0.41818181818181815,-0.5181818181818182
901,0.23636363636363636,0.3272727272727273
2010,0.23636363636363636,0.3272727272727273
3613,0.1272727272727273,0.16363636363636366
667,-0.0909090909090909,-0.23636363636363636
1868,0.16363636363636364,0.3454545454545455
504,-0.0909090909090909,-0.17272727272727276
2724,-0.23636363636363636,-0.3454545454545455
1587,-0.2727272727272727,-0.45454545454545453
1925,0.16363636363636364,0.22727272727272727
705,0.2,0.30000000000000004
655,0.38181818181818183,0.5
95,0.05454545454545454,0.08181818181818183
2847,0.4909090909090909,0.5727272727272729
2290,0.3090909090909091,0.3545454545454546
1048,0.05454545454545454,0.03636363636363637
877,0.1272727272727273,0.27272727272727276
900,0.0909090909090909,0.15454545454545454
86,0.23636363636363636,0.21818181818181823
64,0.1272727272727273,0.1272727272727273
2845,0.2,0.30000000000000004
2186,0.2,0.3181818181818182
2298,0.05454545454545454,0.09090909090909091
2218,-0.3090909090909091,-0.38181818181818183
157,0.1272727272727273,0.13636363636363638
2377,0.2,0.26363636363636367
2963,0.4909090909090909,0.6090909090909091
982,0.2,0.28181818181818186
616,0.018181818181818184,-0.045454545454545456
3,-0.0909090909090909,-0.10000000000000002
3202,-0.23636363636363636,-0.3454545454545455
2280,0.16363636363636364,0.20909090909090913
453,0.05454545454545454,0.018181818181818184
754,0.16363636363636364,0.21818181818181823
433,0.0909090909090909,0.09090909090909091
72,0.38181818181818183,0.5727272727272729
2253,0.4909090909090909,0.6454545454545455
294,0.1272727272727273,0.10909090909090911
594,0.34545454545454546,0.4909090909090909
460,0.6000000000000001,0.7272727272727273
39,0.23636363636363636,0.36363636363636365
1219,0.0909090909090909,0.20909090909090913
448,0.1272727272727273,0.21818181818181823
2679,0.2,0.20909090909090913
1616,0.1272727272727273,0.13636363636363638
833,-0.05454545454545454,-0.045454545454545456
851,-0.1272727272727273,-0.19090909090909092
125,0.23636363636363636,0.3272727272727273
486,-0.2727272727272727,-0.4272727272727273
2082,0.41818181818181815,0.5363636363636364
2219,-0.1272727272727273,-0.20000000000000004
3054,-0.23636363636363636,-0.36363636363636365
2444,0.0909090909090909,0.09090909090909091
1210,0.5636363636363636,0.7818181818181819
462,-0.16363636363636364,-0.22727272727272727
669,-0.05454545454545454,-0.018181818181818184
484,-0.16363636363636364,-0.19090909090909092
1074,0.6363636363636364,0.790909090909091
1934,0.1272727272727273,0.15454545454545454
3060,0.1272727272727273,0.20000000000000004
797,0.1272727272727273,0.23636363636363636
3770,0.16363636363636364,0.29090909090909095
2313,-0.16363636363636364,-0.2545454545454546
2720,-0.2,-0.27272727272727276
70,0.16363636363636364,0.22727272727272727
159,0.41818181818181815,0.5090909090909091
1895,0.2,0.24545454545454545
540,0.0909090909090909,0.14545454545454548
1967,-0.2727272727272727,-0.3454545454545455
686,0.23636363636363636,0.3181818181818182
1618,0.05454545454545454,0.045454545454545456
758,0.0909090909090909,0.24545454545454545
3151,0.0909090909090909,0.03636363636363637
3781,0.2,0.15454545454545454
2925,0.05454545454545454,0.07272727272727274
1033,-0.05454545454545454,-0.13636363636363638
2710,0.1272727272727273,0.20000000000000004
807,0.16363636363636364,0.30000000000000004
801,-0.1272727272727273,-0.07272727272727274
2859,0.0909090909090909,0.10909090909090911
2160,0.1272727272727273,0.11818181818181818
1842,-0.05454545454545454,-0.018181818181818184
46,-0.05454545454545454,-0.14545454545454548
1411,-0.2,-0.26363636363636367
212,0.05454545454545454,0.045454545454545456
128,0.2727272727272727,0.4000000000000001
1574,-0.16363636363636364,-0.29090909090909095
509,0.05454545454545454,0.06363636363636364
2371,0.1272727272727273,0.16363636363636366
1678,0.16363636363636364,0.26363636363636367
2634,-0.38181818181818183,-0.5
1052,-0.2727272727272727,-0.4090909090909091
1338,0.3090909090909091,0.41818181818181827
887,0.1272727272727273,0.14545454545454548
1986,-0.0909090909090909,-0.13636363636363638
60,-0.23636363636363636,-0.3272727272727273
1019,0.0909090909090909,0.10909090909090911
1029,-0.38181818181818183,-0.5272727272727273
42,-0.23636363636363636,-0.3272727272727273
469,-0.16363636363636364,-0.38181818181818183
494,-0.16363636363636364,-0.26363636363636367
3015,0.2727272727272727,0.33636363636363636
2195,-0.4909090909090909,-0.6363636363636364
503,0.2,0.22727272727272727
489,-0.1272727272727273,-0.08181818181818183
4,-0.1272727272727273,-0.11818181818181818
1099,-0.0909090909090909,-0.1272727272727273
202,-0.2727272727272727,-0.4909090909090909
296,-0.23636363636363636,-0.3545454545454546
1573,0.1272727272727273,0.10909090909090911
852,0.16363636363636364,0.15454545454545454
595,0.1272727272727273,0.16363636363636366
895,0.34545454545454546,0.5090909090909091
252,-0.018181818181818184,-0.08181818181818183
1607,-0.05454545454545454,0.03636363636363637
855,0.45454545454545453,0.6272727272727273
993,0.23636363636363636,0.26363636363636367
685,-0.05454545454545454,0.02727272727272728
3103,-0.23636363636363636,-0.3272727272727273
661,-0.0909090909090909,-0.17272727272727276
1533,0.23636363636363636,0.4090909090909091
2793,0.05454545454545454,0.018181818181818184
548,0.16363636363636364,0.19090909090909092
455,0.2,0.28181818181818186
909,-0.2,-0.29090909090909095
3603,0.41818181818181815,0.5636363636363637
2973,0.16363636363636364,0.4000000000000001
1398,0.2727272727272727,0.39090909090909093
2174,0.23636363636363636,0.36363636363636365
2098,0.1272727272727273,0.07272727272727274
2202,0.41818181818181815,0.5454545454545455
1,-0.16363636363636364,-0.14545454545454548
534,0.38181818181818183,0.5272727272727273
2178,-0.1272727272727273,-0.13636363636363638
609,-0.16363636363636364,-0.18181818181818182
12,-0.018181818181818184,-0.08181818181818183
2278,0.38181818181818183,0.5181818181818182
663,0.0909090909090909,0.08181818181818183
2327,-0.1272727272727273,-0.28181818181818186
813,-0.2727272727272727,-0.4727272727272727
463,0.05454545454545454,0.14545454545454548
1915,0.0909090909090909,0.08181818181818183
730,0.38181818181818183,0.4909090909090909
1155,0.16363636363636364,0.24545454545454545
2718,0.0909090909090909,0.10909090909090911
558,0.34545454545454546,0.3272727272727273
2870,0.018181818181818184,-0.03636363636363637
1186,0.0909090909090909,0.20000000000000004
3399,0.3090909090909091,0.43636363636363645
1101,-0.05454545454545454,-0.14545454545454548
109,-0.0909090909090909,-0.20909090909090913
1028,-0.41818181818181815,-0.5363636363636364
3360,-0.16363636363636364,-0.18181818181818182
2507,0.41818181818181815,0.5090909090909091
2277,0.6363636363636364,0.8000000000000002
441,-0.018181818181818184,-0.06363636363636364
2805,0.0909090909090909,0.16363636363636366
3668,0.0909090909090909,0.08181818181818183
482,0.05454545454545454,0.08181818181818183
612,0.018181818181818184,-0.045454545454545456
1357,0.2727272727272727,0.5090909090909091
731,0.0909090909090909,0.07272727272727274
554,-0.2,-0.22727272727272727
893,0.41818181818181815,0.5909090909090909
3558,0.2,0.3090909090909091
1572,-0.1272727272727273,-0.20909090909090913
451,0.3090909090909091,0.39090909090909093
1053,0.2,0.20909090909090913
47,0.34545454545454546,0.3454545454545455
2841,0.1272727272727273,0.20909090909090913
1346,0.018181818181818184,0.009090909090909092
113,-0.23636363636363636,-0.38181818181818183
1123,0.0909090909090909,0.10000000000000002
2846,0.05454545454545454,0.06363636363636364
110,0.2,0.3272727272727273
2033,-0.018181818181818184,-0.02727272727272728
542,0.23636363636363636,0.11818181818181818
892,0.2727272727272727,0.45454545454545453
1721,-0.2,-0.46363636363636374
520,0.23636363636363636,0.3181818181818182
552,0.05454545454545454,0.07272727272727274
2647,-0.16363636363636364,-0.15454545454545454
33,0.5636363636363636,0.7090909090909092
2789,-0.34545454545454546,-0.5636363636363637
743,0.38181818181818183,0.4090909090909091
1984,0.16363636363636364,0.2545454545454546
590,0.0909090909090909,0.11818181818181818
429,0.018181818181818184,-0.045454545454545456
2504,0.23636363636363636,0.3454545454545455
466,-0.4909090909090909,-0.6272727272727273
1514,0.34545454545454546,0.45454545454545453
1594,0.16363636363636364,0.20909090909090913
2,0.38181818181818183,0.5090909090909091
11,-0.018181818181818184,-0.06363636363636364
2635,-0.16363636363636364,-0.24545454545454545
793,0.018181818181818184,0.0
2535,0.3090909090909091,0.38181818181818183
94,0.05454545454545454,0.10909090909090911
2879,-0.05454545454545454,-0.11818181818181818
1213,0.05454545454545454,0.05454545454545456
757,0.34545454545454546,0.5272727272727273
1403,0.2,0.24545454545454545
2179,-0.41818181818181815,-0.4909090909090909
2401,0.1272727272727273,0.14545454545454548
2319,0.34545454545454546,0.5090909090909091
1016,0.05454545454545454,0.07272727272727274
1428,0.018181818181818184,-0.018181818181818184
196,-0.23636363636363636,-0.3454545454545455
325,0.16363636363636364,0.3090909090909091
4020,0.3090909090909091,0.4909090909090909
199,0.05454545454545454,0.018181818181818184
2305,-0.0909090909090909,-0.15454545454545454
435,0.2727272727272727,0.33636363636363636
1119,0.2,0.36363636363636365
752,-0.05454545454545454,-0.17272727272727276
768,0.05454545454545454,0.07272727272727274
2498,0.2727272727272727,0.4000000000000001
2705,0.5636363636363636,0.7181818181818183
2346,0.0909090909090909,0.009090909090909092
2631,-0.16363636363636364,-0.20000000000000004
1202,0.2,0.05454545454545456
90,-0.2727272727272727,-0.3727272727272728
1100,0.2727272727272727,0.3454545454545455
874,0.05454545454545454,0.06363636363636364
2189,-0.0909090909090909,-0.14545454545454548
1069,-0.0909090909090909,-0.08181818181818183
515,-0.7090909090909091,-0.8454545454545455
2000,0.018181818181818184,0.018181818181818184
2560,0.018181818181818184,0.03636363636363637
275,0.41818181818181815,0.5454545454545455
2772,0.2727272727272727,0.3545454545454546
1115,0.3090909090909091,0.4272727272727273
1004,0.3090909090909091,0.5090909090909091
775,0.0909090909090909,0.20000000000000004
740,-0.3090909090909091,-0.3272727272727273
1451,-0.018181818181818184,-0.009090909090909092
2001,0.3090909090909091,0.43636363636363645
654,0.0909090909090909,0.10000000000000002
2453,-0.0909090909090909,-0.21818181818181823
777,0.34545454545454546,0.5727272727272729
115,-0.0909090909090909,-0.19090909090909092
749,0.018181818181818184,-0.10909090909090911
3138,0.2,0.33636363636363636
1023,-0.41818181818181815,-0.5818181818181819
96,0.2727272727272727,0.2545454545454546
2276,0.0909090909090909,0.045454545454545456
2826,-0.05454545454545454,-0.045454545454545456
755,0.2727272727272727,0.38181818181818183
2017,0.7090909090909091,0.8727272727272729
662,0.0909090909090909,0.18181818181818182
461,0.38181818181818183,0.5
1007,0.0909090909090909,0.08181818181818183
190,-0.0909090909090909,-0.13636363636363638
1102,0.2,0.22727272727272727
734,0.5272727272727272,0.6636363636363638
2694,0.45454545454545453,0.5818181818181819
3602,0.23636363636363636,0.3727272727272728
2366,0.05454545454545454,0.14545454545454548
645,0.34545454545454546,0.46363636363636374
2976,0.05454545454545454,0.06363636363636364
514,0.2,0.3727272727272728
929,0.23636363636363636,0.33636363636363636
2310,-0.2,-0.26363636363636367
1640,0.34545454545454546,0.44545454545454555
2311,0.16363636363636364,0.3545454545454546
443,0.0909090909090909,0.14545454545454548
338,0.23636363636363636,0.28181818181818186
535,-0.018181818181818184,-0.08181818181818183
1066,-0.018181818181818184,-0.02727272727272728
750,0.05454545454545454,0.13636363636363638
1994,0.38181818181818183,0.5181818181818182
1040,0.38181818181818183,0.43636363636363645
3183,0.16363636363636364,0.18181818181818182
2341,0.23636363636363636,0.4090909090909091
2032,-0.05454545454545454,-0.08181818181818183
